unit_id,family,feature,value,numerator,denominator,units,period,status,strict_cross_city_accepted
CHI:60,U2,jobs_density_2022_gross_km2,962.4676506235003,5208.274598383284,5.4113762628897595,jobs/km2,LODES WAC S000 JT00 2022,extended_business_sensitivity_pending,False
CHI:61,U3,population_density_2020_gross_km2,3487.584473140506,43590.659534805,12.498811102789551,residents/km2,Census 2020 / TIGER 2022 block geography,constructed_gross_area_allocation,False
CHI:61,U2,jobs_density_2022_gross_km2,978.2731850743588,12227.251747168693,12.498811102789551,jobs/km2,LODES WAC S000 JT00 2022,extended_business_sensitivity_pending,False
CHI:62,U3,population_density_2020_gross_km2,6018.362294066506,18276.396073484248,3.0367723278312635,residents/km2,Census 2020 / TIGER 2022 block geography,constructed_gross_area_allocation,False
CHI:62,U2,jobs_density_2022_gross_km2,506.6446324801259,1538.564399959887,3.0367723278312635,jobs/km2,LODES WAC S000 JT00 2022,extended_business_sensitivity_pending,False
CHI:63,U3,population_density_2020_gross_km2,6966.6635611537295,39636.01860808234,5.689383197588823,residents/km2,Census 2020 / TIGER 2022 block geography,constructed_gross_area_allocation,False
CHI:63,U2,jobs_density_2022_gross_km2,885.4529004146084,5037.680853875162,5.689383197588823,jobs/km2,LODES WAC S000 JT00 2022,extended_business_sensitivity_pending,False
CHI:64,U3,population_density_2020_gross_km2,3706.7624061379197,24483.090222380437,6.604979639871065,residents/km2,Census 2020 / TIGER 2022 block geography,constructed_gross_area_allocation,False
CHI:64,U2,jobs_density_2022_gross_km2,914.1343698328791,6037.838900852533,6.604979639871065,jobs/km2,LODES WAC S000 JT00 2022,extended_business_sensitivity_pending,False
CHI:65,U3,population_density_2020_gross_km2,4401.046474101385,33632.122140642336,7.641846624105331,residents/km2,Census 2020 / TIGER 2022 block geography,constructed_gross_area_allocation,False
CHI:65,U2,jobs_density_2022_gross_km2,1100.566486566077,8410.360289968441,7.641846624105331,jobs/km2,LODES WAC S000 JT00 2022,extended_business_sensitivity_pending,False
CHI:66,U3,population_density_2020_gross_km2,6129.842568453332,55927.27893637804,9.123770849222558,residents/km2,Census 2020 / TIGER 2022 block geography,constructed_gross_area_allocation,False
CHI:66,U2,jobs_density_2022_gross_km2,434.43479375316645,3963.6835071331543,9.123770849222558,jobs/km2,LODES WAC S000 JT00 2022,extended_business_sensitivity_pending,False
CHI:67,U3,population_density_2020_gross_km2,3630.6768421659535,29642.709551105803,8.164513351020755,residents/km2,Census 2020 / TIGER 2022 block geography,constructed_gross_area_allocation,False
CHI:67,U2,jobs_density_2022_gross_km2,178.39299401404458,1456.4919813562326,8.164513351020755,jobs/km2,LODES WAC S000 JT00 2022,extended_business_sensitivity_pending,False
CHI:68,U3,population_density_2020_gross_km2,3062.6624492457463,24352.266822191534,7.951338819003335,residents/km2,Census 2020 / TIGER 2022 block geography,constructed_gross_area_allocation,False
CHI:68,U2,jobs_density_2022_gross_km2,205.1793896432598,1631.4508457298625,7.951338819003335,jobs/km2,LODES WAC S000 JT00 2022,extended_business_sensitivity_pending,False
CHI:69,U3,population_density_2020_gross_km2,3429.520270619696,31471.67674225001,9.176699438654504,residents/km2,Census 2020 / TIGER 2022 block geography,constructed_gross_area_allocation,False
CHI:69,U2,jobs_density_2022_gross_km2,322.27576875466707,2957.427866222902,9.176699438654504,jobs/km2,LODES WAC S000 JT00 2022,extended_business_sensitivity_pending,False
CHI:70,U3,population_density_2020_gross_km2,3271.864225002364,41145.42167401799,12.575528458546675,residents/km2,Census 2020 / TIGER 2022 block geography,constructed_gross_area_allocation,False
CHI:70,U2,jobs_density_2022_gross_km2,348.1706058578272,4378.429362394543,12.575528458546675,jobs/km2,LODES WAC S000 JT00 2022,extended_business_sensitivity_pending,False
CHI:71,U3,population_density_2020_gross_km2,4600.136173252316,44867.72437074917,9.753564390470531,residents/km2,Census 2020 / TIGER 2022 block geography,constructed_gross_area_allocation,False
CHI:71,U2,jobs_density_2022_gross_km2,274.6741172659154,2679.0516891487596,9.753564390470531,jobs/km2,LODES WAC S000 JT00 2022,extended_business_sensitivity_pending,False
CHI:72,U3,population_density_2020_gross_km2,2415.518000175581,19908.10132156496,8.24175241919864,residents/km2,Census 2020 / TIGER 2022 block geography,constructed_gross_area_allocation,False
CHI:72,U2,jobs_density_2022_gross_km2,576.5123396680826,4751.4719701572885,8.24175241919864,jobs/km2,LODES WAC S000 JT00 2022,extended_business_sensitivity_pending,False
CHI:73,U3,population_density_2020_gross_km2,3406.4813315365063,25183.52193154017,7.392825464327746,residents/km2,Census 2020 / TIGER 2022 block geography,constructed_gross_area_allocation,False
CHI:73,U2,jobs_density_2022_gross_km2,211.66745762267828,1564.8205706824501,7.392825464327746,jobs/km2,LODES WAC S000 JT00 2022,extended_business_sensitivity_pending,False
CHI:74,U3,population_density_2020_gross_km2,2654.695578513057,18627.789517965593,7.016921137300177,residents/km2,Census 2020 / TIGER 2022 block geography,constructed_gross_area_allocation,False
CHI:74,U2,jobs_density_2022_gross_km2,495.6676038423779,3478.0604864765123,7.016921137300177,jobs/km2,LODES WAC S000 JT00 2022,extended_business_sensitivity_pending,False
CHI:75,U3,population_density_2020_gross_km2,2482.7657662429983,21176.320594268043,8.52932680246866,residents/km2,Census 2020 / TIGER 2022 block geography,constructed_gross_area_allocation,False
CHI:75,U2,jobs_density_2022_gross_km2,423.72753334993837,3614.110607145562,8.52932680246866,jobs/km2,LODES WAC S000 JT00 2022,extended_business_sensitivity_pending,False
CHI:76,U3,population_density_2020_gross_km2,388.8971265574475,13425.671333539074,34.5224235838005,residents/km2,Census 2020 / TIGER 2022 block geography,constructed_gross_area_allocation,False
CHI:76,U2,jobs_density_2022_gross_km2,1294.5223593609674,44690.04922856013,34.5224235838005,jobs/km2,LODES WAC S000 JT00 2022,extended_business_sensitivity_pending,False
CHI:77,U3,population_density_2020_gross_km2,12465.257064011508,56066.0777402666,4.49778752675187,residents/km2,Census 2020 / TIGER 2022 block geography,constructed_gross_area_allocation,False
CHI:77,U2,jobs_density_2022_gross_km2,1672.762898082025,7523.732098206642,4.49778752675187,jobs/km2,LODES WAC S000 JT00 2022,extended_business_sensitivity_pending,False
CHI:01,U4,bus_service_access_saturday_am_400m,33.12360766556451,1837108.8664516646,55462.221536983525,scheduled departures per 2h per resident,September 16/19/20 2026; Census 2020 support,constructed_CTA_bus_only_paired_acceptance_pending,False
