GEOID20,COUNTYFP20,POP20,jobs,wac_row_present,inside_weight,outside_population,outside_jobs
170317306001010,031,70,0.0,False,0.9999999999999997,2.3314683517128287e-14,0.0
170316718001016,031,36,0.0,False,1.0,0.0,0.0
170315306003018,031,15,0.0,False,0.9999999999999999,1.6653345369377348e-15,0.0
170315305021009,031,52,0.0,False,1.0000000000000004,-2.3092638912203256e-14,-0.0
170315204004004,031,22,0.0,False,1.0,0.0,0.0
170316407001000,031,0,5.0,True,1.0,0.0,0.0
170316408001013,031,80,0.0,False,1.0,0.0,0.0
170316609001000,031,33,18.0,True,1.0,0.0,0.0
170316604002005,031,100,0.0,False,0.9999999999999998,2.220446049250313e-14,0.0
170316203003012,031,43,0.0,False,1.0000000000000004,-1.9095836023552692e-14,-0.0
170315602002021,031,51,0.0,False,0.9999999999999999,5.662137425588298e-15,0.0
170315611004015,031,80,0.0,False,0.9999999999999998,1.7763568394002505e-14,0.0
170318388002049,031,0,0.0,False,1.0000000000000788,-0.0,-0.0
170315205002000,031,86,0.0,False,1.0,0.0,0.0
170315204001010,031,29,33.0,True,1.0000000000000002,-6.439293542825908e-15,-7.327471962526033e-15
170316405001015,031,42,0.0,False,1.0,0.0,0.0
170317005011035,031,25,0.0,False,1.0,0.0,0.0
170317004011010,031,27,0.0,False,1.0000000000000002,-5.995204332975845e-15,-0.0
170316611002008,031,235,17.0,True,1.0000000000000087,-2.035038804137912e-12,-1.4721557306529576e-13
170317104002005,031,89,0.0,False,1.0000000000000002,-1.9761969838327786e-14,-0.0
170315501005025,031,54,0.0,False,1.0000000000000002,-1.199040866595169e-14,-0.0
170315205003028,031,44,0.0,False,1.0,0.0,0.0
170315205002018,031,81,0.0,False,0.9839500344656059,1.3000472082859207,0.0
170316407002001,031,49,0.0,False,0.9999999999999998,1.0880185641326534e-14,0.0
170315611006012,031,0,0.0,False,1.0000000000000004,-0.0,-0.0
170317114001009,031,91,0.0,False,0.9999999999999986,1.3133938381315602e-13,0.0
170317304004016,031,51,25.0,True,1.0,0.0,0.0
170316715002020,031,52,0.0,False,1.0000000000000002,-1.1546319456101628e-14,-0.0
170317402001013,031,108,0.0,False,1.0000000000000002,-2.398081733190338e-14,-0.0
170317005013023,031,40,0.0,False,0.9999999999999998,8.881784197001252e-15,0.0
170317004014007,031,47,0.0,False,1.0000000000000004,-2.0872192862952943e-14,-0.0
170317004011036,031,59,0.0,False,1.0000000000000002,-1.3100631690576847e-14,-0.0
170316505001003,031,16,66.0,True,1.0,0.0,0.0
170315608002010,031,36,0.0,False,0.9999999999999998,7.993605777301127e-15,0.0
170317505002005,031,57,19.0,True,0.9999999999999999,6.328271240363392e-15,2.1094237467877974e-15
170316610002005,031,29,0.0,False,1.0,0.0,0.0
170316611005017,031,55,0.0,False,1.0,0.0,0.0
170316603023002,031,46,13.0,True,1.0,0.0,0.0
170316606005001,031,29,2.0,True,1.0000000000000002,-6.439293542825908e-15,-4.440892098500626e-16
170316204004008,031,83,0.0,False,1.0,0.0,0.0
170316502003004,031,91,0.0,False,1.0000000000000002,-2.020605904817785e-14,-0.0
170316401001011,031,0,0.0,False,1.0000000000000002,-0.0,-0.0
170315603001022,031,65,0.0,False,0.9999999999999998,1.4432899320127035e-14,0.0
170315608002007,031,51,1.0,True,0.9999994872112246,2.6152227547537876e-05,5.127887754419191e-07
170316203006004,031,64,0.0,False,1.0000000000000002,-1.4210854715202004e-14,-0.0
170316406001001,031,43,47.0,True,1.0000000000000002,-9.547918011776346e-15,-1.0436096431476471e-14
170315610006006,031,37,0.0,False,1.0000000000000002,-8.215650382226158e-15,-0.0
170315611006019,031,33,0.0,False,1.000000000002407,-7.94297960737822e-11,-0.0
170310107022003,031,54,32.0,True,1.0,0.0,0.0
170310101001003,031,53,0.0,False,0.9999999999999999,5.88418203051333e-15,0.0
170310203023009,031,64,2.0,True,1.0,0.0,0.0
170311705004018,031,27,0.0,False,0.9999999999999999,2.9976021664879227e-15,0.0
170310702001002,031,172,105.0,True,1.0000000000008369,-1.439444119455402e-10,-8.787304217605652e-11
170312106023010,031,88,38.0,True,1.0000000000000004,-3.907985046680551e-14,-1.687538997430238e-14
170318311003017,031,78,0.0,False,0.9999999999999998,1.7319479184152442e-14,0.0
170312210002014,031,0,51.0,True,0.9999999999999999,0.0,5.662137425588298e-15
170311613003001,031,81,0.0,False,1.0000000000000002,-1.7985612998927536e-14,-0.0
170311912002012,031,70,0.0,False,0.9999999999999997,2.3314683517128287e-14,0.0
170311611001013,031,52,2.0,True,0.9999999999999999,5.773159728050814e-15,2.220446049250313e-16
170311510022010,031,80,0.0,False,1.0,0.0,0.0
170318316003015,031,64,0.0,False,1.0000000000000002,-1.4210854715202004e-14,-0.0
170311906013009,031,98,0.0,False,1.0,0.0,0.0
170311710006000,031,35,16.0,True,1.0000000000000004,-1.554312234475219e-14,-7.105427357601002e-15
170310502001015,031,64,4.0,True,1.0000000000000002,-1.4210854715202004e-14,-8.881784197001252e-16
170311604001017,031,74,0.0,False,1.0,0.0,0.0
170312204001012,031,61,0.0,False,1.0000000000000002,-1.354472090042691e-14,-0.0
170312003001004,031,61,0.0,False,1.0,0.0,0.0
170311604003013,031,32,0.0,False,0.9999999999999999,3.552713678800501e-15,0.0
170311502003020,031,58,0.0,False,1.0,0.0,0.0
170314805002007,031,6,14.0,True,0.9999999999997208,1.6753265441593612e-12,3.909095269705176e-12
170318426002017,031,0,241.0,True,0.9999999999999998,0.0,5.3512749786932545e-14
170318426002040,031,0,183.0,True,1.0000000000000002,-0.0,-4.063416270128073e-14
170318438002007,031,82,0.0,False,1.0000000000000004,-3.6415315207705135e-14,-0.0
170318438001024,031,53,0.0,False,1.0,0.0,0.0
170318438002005,031,39,0.0,False,1.0000000000000004,-1.7319479184152442e-14,-0.0
170318438002011,031,6,0.0,False,1.0000000000000002,-1.3322676295501878e-15,-0.0
170318314002033,031,96,0.0,False,0.9999999999999998,2.1316282072803006e-14,0.0
170318314002025,031,89,0.0,False,1.0,0.0,0.0
170312912001015,031,61,0.0,False,1.0,0.0,0.0
170312912001012,031,60,0.0,False,0.9999999999999999,6.661338147750939e-15,0.0
170312912002008,031,109,0.0,False,0.9999999999999999,1.2101430968414206e-14,0.0
170312912002011,031,10,2.0,True,0.9999999999999996,4.440892098500626e-15,8.881784197001252e-16
170312916001001,031,0,95.0,True,1.0000000000000029,-0.0,-2.7422508708241367e-13
170318433001021,031,0,25.0,True,1.0,0.0,0.0
