district_id,family,squared_distance_contribution,contribution_fraction
53,M7,0.004249923741491611,0.006132803919014092
54,M7,0.3962130344272035,0.11619922026027818
55,M7,3.722277082758115,0.18619596179176615
56,M7,0.002914768667981255,0.002246356725799735
57,M7,0.3582288740455243,0.07500051514115284
58,M7,0.27059510163814854,0.06189448667575614
59,M7,0.02337081996904061,0.013771368453160307
60,M7,0.00143544732627916,0.0011152756721366
61,M7,0.8572154954549014,0.10023756970054398
62,M7,0.03415996440938725,0.058449760821514485
63,M7,0.00731837101533381,0.0022703280546781416
64,M7,0.06103028271702935,0.020913334005876586
65,M7,0.12307369236673996,0.025006846296311402
66,M7,0.08706600221604405,0.03611626696383779
67,M7,3.4603077662634613e-07,8.814124367777443e-08
68,M7,0.00015325044508691097,5.5498711846158045e-05
69,M7,0.038580781826961404,0.04242145948197071
70,M7,0.01037365078655425,0.009049650785020865
71,M7,0.08534996839030277,0.06148300318143019
72,M7,0.046312552560955025,0.017218437961953197
73,M7,0.0035249828308979024,0.001603387482850254
74,M7,0.0022582221022920943,0.0009444414187371884
75,M7,0.07089012097669573,0.018898276470890665
76,M7,0.0681135792425458,0.020106145564963238
77,M7,0.015064401231785509,0.011129610924529274
78,M7,0.11065287128264222,0.05767172492040887
79,M7,0.22554197608269116,0.0786376382850562
80,M7,0.000783173496244174,0.0010928115873759514
81,M7,0.733897621908106,0.08727890480453825
82,M7,0.021539043035089113,0.008848069802007816
83,M7,0.4493730339880989,0.1644585934889468
84,M7,0.020725958633553414,0.007203120983590038
85,M7,0.02835253018843304,0.015138452046443828
86,M7,0.005375730678132411,0.0031382575168216074
87,M7,0.0005930775232093698,0.00016743305978768428
88,M7,0.3058507584722743,0.15297322941382957
89,M7,0.011065136651483204,0.007173034330684291
90,M7,0.003576339392724903,0.0041724570584202765
91,M7,0.024094911686958674,0.011467698870619427
92,M7,0.10003404784912202,0.03375784075779353
93,M7,0.004885137172226482,0.0027169056606229152
94,M7,0.005101869840244989,0.0018382209064918048
95,M7,0.004369586867040915,0.0011848869762663555
96,M7,0.01364100271722073,0.004473941988733932
01,B1,0.026244381211855326,0.016171673437472278
02,B1,0.4300702059895326,0.11735499648559368
03,B1,1.5423547495018866,0.12997010772395176
04,B1,0.04685764957023342,0.01939934475700149
05,B1,0.1833796850832496,0.06914851433783141
06,B1,0.3940184719817521,0.21881574099251025
07,B1,0.0665642157947706,0.05609362370974094
08,B1,0.08674814799365912,0.30013699034283703
09,B1,0.1107155736375868,0.28083005286574797
10,B1,0.0,
11,B1,0.819345128404504,0.20852791414674873
12,B1,0.5720932362329955,0.18136400004234363
13,B1,0.8095534784462155,0.24757102680873988
14,B1,0.08016432698540911,0.17247269938813473
15,B1,0.5642536679873251,0.3398322672258868
16,B1,0.5102632613737853,0.22484547958421638
17,B1,0.2039163236483113,0.07115552179629868
18,B1,0.45712684517728047,0.1535637921611283
19,B1,0.1412273195133684,0.046518593840419994
20,B1,0.09523904472036808,0.0647566002310518
21,B1,0.26321409706959736,0.15972248150098328
22,B1,0.17013429847358758,0.0593699047989697
23,B1,0.761176783148863,0.1962317747476562
24,B1,0.24887474253362227,0.09186181014785429
25,B1,0.6756427804211287,0.12332903054456304
26,B1,0.22375688544811684,0.1976236352191195
27,B1,0.7227998290286539,0.2325920429362036
28,B1,0.2500139309880144,0.0970478483187642
29,B1,0.33823049507568825,0.1248358341283289
