district_id,family_id,feature_name,coverage_fraction,coverage_definition,quality_status,n_entities,n_missing
28,U3,population_density_km2,0.9994809179733173,citywide source population within district union,area_allocated_proxy,243,0
29,M1,street_density_km_km2,1.0,eligible source records,computed,2871,0
29,M6,street_class_model_share_arterial,0.6546905487042223,eligible source records,assumed_local_residual,2871,0
29,M6,street_class_model_share_coletora,0.6546905487042223,eligible source records,assumed_local_residual,2871,0
29,M6,street_class_model_share_local,0.6546905487042223,eligible source records,assumed_local_residual,2871,0
29,M6,street_class_model_share_rodovia,0.6546905487042223,eligible source records,assumed_local_residual,2871,0
29,M6,street_class_model_share_via_de_pedestres,0.6546905487042223,eligible source records,assumed_local_residual,2871,0
29,M6,street_class_model_share_vtr,0.6546905487042223,eligible source records,assumed_local_residual,2871,0
29,M2,intersection_density_proxy_5m_km2,1.0,eligible source records,approved_proxy,1524,0
29,M3,block_log_area_median,1.0,eligible source records,computed,619,0
29,M3,block_log_area_iqr,1.0,eligible source records,computed,619,0
29,M4,block_compactness_median,1.0,eligible source records,computed,619,0
29,M4,block_compactness_iqr,1.0,eligible source records,computed,619,0
29,M4,block_elongation_median,1.0,eligible source records,computed,619,0
29,M4,block_elongation_iqr,1.0,eligible source records,computed,619,0
29,M7,cadastral_parcel_density_km2,1.0,eligible source records,cadastral_proxy,27389,0
29,B2,cadastral_floor_count_median,0.9535945087443864,eligible source records,cadastral_proxy,26118,1271
29,B2,cadastral_floor_count_p90,0.9535945087443864,eligible source records,cadastral_proxy,26118,1271
29,B3,cadastral_floor_area_density,,district source completeness unknown; city fiscal mass located 97.3032%,cadastral_proxy,43905,0
29,U1,land_use_entropy_count,0.9831319142721531,eligible source records,cadastral_proxy,26927,462
29,U2,formal_job_density_area_first_km2,0.9055505418680443,citywide allocated fraction; district missing mass unknown,incomplete_geographic_proxy,455,0
29,U3,population_density_km2,0.9994809179733173,citywide source population within district union,area_allocated_proxy,316,0
30,M1,street_density_km_km2,1.0,eligible source records,computed,7529,0
30,M6,street_class_model_share_arterial,0.5741393069934996,eligible source records,assumed_local_residual,7529,0
30,M6,street_class_model_share_coletora,0.5741393069934996,eligible source records,assumed_local_residual,7529,0
30,M6,street_class_model_share_local,0.5741393069934996,eligible source records,assumed_local_residual,7529,0
30,M6,street_class_model_share_rodovia,0.5741393069934996,eligible source records,assumed_local_residual,7529,0
30,M6,street_class_model_share_via_de_pedestres,0.5741393069934996,eligible source records,assumed_local_residual,7529,0
30,M6,street_class_model_share_vtr,0.5741393069934996,eligible source records,assumed_local_residual,7529,0
30,M2,intersection_density_proxy_5m_km2,1.0,eligible source records,approved_proxy,3615,0
30,M3,block_log_area_median,1.0,eligible source records,computed,1481,0
30,M3,block_log_area_iqr,1.0,eligible source records,computed,1481,0
30,M4,block_compactness_median,1.0,eligible source records,computed,1481,0
30,M4,block_compactness_iqr,1.0,eligible source records,computed,1481,0
30,M4,block_elongation_median,1.0,eligible source records,computed,1481,0
30,M4,block_elongation_iqr,1.0,eligible source records,computed,1481,0
30,M7,cadastral_parcel_density_km2,1.0,eligible source records,cadastral_proxy,30476,0
30,B2,cadastral_floor_count_median,0.851489696810605,eligible source records,cadastral_proxy,25950,4526
30,B2,cadastral_floor_count_p90,0.851489696810605,eligible source records,cadastral_proxy,25950,4526
30,B3,cadastral_floor_area_density,,district source completeness unknown; city fiscal mass located 97.3032%,cadastral_proxy,35844,0
30,U1,land_use_entropy_count,0.9894014962593516,eligible source records,cadastral_proxy,30153,323
30,U2,formal_job_density_area_first_km2,0.9055505418680443,citywide allocated fraction; district missing mass unknown,incomplete_geographic_proxy,569,0
30,U3,population_density_km2,0.9994809179733173,citywide source population within district union,area_allocated_proxy,1152,0
31,M1,street_density_km_km2,1.0,eligible source records,computed,1727,0
31,M6,street_class_model_share_arterial,0.7421867573242794,eligible source records,assumed_local_residual,1727,0
31,M6,street_class_model_share_coletora,0.7421867573242794,eligible source records,assumed_local_residual,1727,0
31,M6,street_class_model_share_local,0.7421867573242794,eligible source records,assumed_local_residual,1727,0
31,M6,street_class_model_share_rodovia,0.7421867573242794,eligible source records,assumed_local_residual,1727,0
31,M6,street_class_model_share_via_de_pedestres,0.7421867573242794,eligible source records,assumed_local_residual,1727,0
31,M6,street_class_model_share_vtr,0.7421867573242794,eligible source records,assumed_local_residual,1727,0
31,M2,intersection_density_proxy_5m_km2,1.0,eligible source records,approved_proxy,817,0
31,M3,block_log_area_median,1.0,eligible source records,computed,393,0
31,M3,block_log_area_iqr,1.0,eligible source records,computed,393,0
31,M4,block_compactness_median,1.0,eligible source records,computed,393,0
31,M4,block_compactness_iqr,1.0,eligible source records,computed,393,0
31,M4,block_elongation_median,1.0,eligible source records,computed,393,0
31,M4,block_elongation_iqr,1.0,eligible source records,computed,393,0
31,M7,cadastral_parcel_density_km2,1.0,eligible source records,cadastral_proxy,14596,0
31,B2,cadastral_floor_count_median,0.8299534118936694,eligible source records,cadastral_proxy,12114,2482
31,B2,cadastral_floor_count_p90,0.8299534118936694,eligible source records,cadastral_proxy,12114,2482
31,B3,cadastral_floor_area_density,,district source completeness unknown; city fiscal mass located 97.3032%,cadastral_proxy,23941,0
31,U1,land_use_entropy_count,0.9786242806248288,eligible source records,cadastral_proxy,14284,312
31,U2,formal_job_density_area_first_km2,0.9055505418680443,citywide allocated fraction; district missing mass unknown,incomplete_geographic_proxy,193,0
31,U3,population_density_km2,0.9994809179733173,citywide source population within district union,area_allocated_proxy,260,0
32,M1,street_density_km_km2,1.0,eligible source records,computed,1862,0
32,M6,street_class_model_share_arterial,0.7694537501405425,eligible source records,assumed_local_residual,1862,0
32,M6,street_class_model_share_coletora,0.7694537501405425,eligible source records,assumed_local_residual,1862,0
32,M6,street_class_model_share_local,0.7694537501405425,eligible source records,assumed_local_residual,1862,0
32,M6,street_class_model_share_rodovia,0.7694537501405425,eligible source records,assumed_local_residual,1862,0
32,M6,street_class_model_share_via_de_pedestres,0.7694537501405425,eligible source records,assumed_local_residual,1862,0
32,M6,street_class_model_share_vtr,0.7694537501405425,eligible source records,assumed_local_residual,1862,0
32,M2,intersection_density_proxy_5m_km2,1.0,eligible source records,approved_proxy,848,0
32,M3,block_log_area_median,1.0,eligible source records,computed,454,0
32,M3,block_log_area_iqr,1.0,eligible source records,computed,454,0
32,M4,block_compactness_median,1.0,eligible source records,computed,454,0
32,M4,block_compactness_iqr,1.0,eligible source records,computed,454,0
32,M4,block_elongation_median,1.0,eligible source records,computed,454,0
32,M4,block_elongation_iqr,1.0,eligible source records,computed,454,0
32,M7,cadastral_parcel_density_km2,1.0,eligible source records,cadastral_proxy,9163,0
32,B2,cadastral_floor_count_median,0.9358288770053476,eligible source records,cadastral_proxy,8575,588
32,B2,cadastral_floor_count_p90,0.9358288770053476,eligible source records,cadastral_proxy,8575,588
32,B3,cadastral_floor_area_density,,district source completeness unknown; city fiscal mass located 97.3032%,cadastral_proxy,77844,0
32,U1,land_use_entropy_count,0.9830841427480083,eligible source records,cadastral_proxy,9008,155
32,U2,formal_job_density_area_first_km2,0.9055505418680443,citywide allocated fraction; district missing mass unknown,incomplete_geographic_proxy,493,0
32,U3,population_density_km2,0.9994809179733173,citywide source population within district union,area_allocated_proxy,329,0
33,M1,street_density_km_km2,1.0,eligible source records,computed,2849,0
33,M6,street_class_model_share_arterial,0.5513748837790259,eligible source records,assumed_local_residual,2849,0
33,M6,street_class_model_share_coletora,0.5513748837790259,eligible source records,assumed_local_residual,2849,0
33,M6,street_class_model_share_local,0.5513748837790259,eligible source records,assumed_local_residual,2849,0
33,M6,street_class_model_share_rodovia,0.5513748837790259,eligible source records,assumed_local_residual,2849,0
33,M6,street_class_model_share_via_de_pedestres,0.5513748837790259,eligible source records,assumed_local_residual,2849,0
33,M6,street_class_model_share_vtr,0.5513748837790259,eligible source records,assumed_local_residual,2849,0
33,M2,intersection_density_proxy_5m_km2,1.0,eligible source records,approved_proxy,1397,0
33,M3,block_log_area_median,1.0,eligible source records,computed,664,0
33,M3,block_log_area_iqr,1.0,eligible source records,computed,664,0
33,M4,block_compactness_median,1.0,eligible source records,computed,664,0
33,M4,block_compactness_iqr,1.0,eligible source records,computed,664,0
33,M4,block_elongation_median,1.0,eligible source records,computed,664,0
33,M4,block_elongation_iqr,1.0,eligible source records,computed,664,0
33,M7,cadastral_parcel_density_km2,1.0,eligible source records,cadastral_proxy,19312,0
33,B2,cadastral_floor_count_median,0.8131731565865783,eligible source records,cadastral_proxy,15704,3608
33,B2,cadastral_floor_count_p90,0.8131731565865783,eligible source records,cadastral_proxy,15704,3608
33,B3,cadastral_floor_area_density,,district source completeness unknown; city fiscal mass located 97.3032%,cadastral_proxy,20448,0
33,U1,land_use_entropy_count,0.9227423363711682,eligible source records,cadastral_proxy,17820,1492
33,U2,formal_job_density_area_first_km2,0.9055505418680443,citywide allocated fraction; district missing mass unknown,incomplete_geographic_proxy,243,0
33,U3,population_density_km2,0.9994809179733173,citywide source population within district union,area_allocated_proxy,325,0
34,M1,street_density_km_km2,1.0,eligible source records,computed,2275,0
